country_name,election_year,total_parties,total_parties_seats
Sweden,1965,8,7
Sweden,1966,8,7
Sweden,1967,8,7
Sweden,1968,8,7
Sweden,1969,8,7
Sweden,1970,6,5
Sweden,1971,6,5
Sweden,1972,6,5
Sweden,1973,6,5
Sweden,1974,6,5
Sweden,1975,6,5
Sweden,1976,6,5
Sweden,1977,6,5
Sweden,1978,6,5
Sweden,1979,6,5
Sweden,1980,6,5
Sweden,1981,6,5
Sweden,1982,7,5
Sweden,1983,7,5
Sweden,1984,7,5
Sweden,1985,6,6
Sweden,1986,6,6
Sweden,1987,6,6
Sweden,1988,7,6
Sweden,1989,7,6
Sweden,1990,7,6
Sweden,1991,8,7
Sweden,1992,8,7
Sweden,1993,8,7
Sweden,1994,8,7
Sweden,1995,8,7
Sweden,1996,8,7
Sweden,1997,8,7
Sweden,1998,8,7
Sweden,1999,8,7
Sweden,2000,8,7
Sweden,2001,8,7
Sweden,2002,8,7
Sweden,2003,8,7
Sweden,2004,8,7
Sweden,2005,8,7
Sweden,2006,8,7
Sweden,2007,8,7
Sweden,2008,8,7
Sweden,2009,8,7
Sweden,2010,9,8
Sweden,2011,9,8
Sweden,2012,9,8
Sweden,2013,9,8
Sweden,2014,9,8
Sweden,2015,9,8
Sweden,2016,9,8
Sweden,2017,9,8
Sweden,2018,8,8
Sweden,2019,8,8
United Kingdom,1950,5,6
United Kingdom,1951,5,5
United Kingdom,1952,5,5
United Kingdom,1953,5,5
United Kingdom,1954,5,5
United Kingdom,1955,5,5
United Kingdom,1956,5,5
United Kingdom,1957,5,5
United Kingdom,1958,5,5
United Kingdom,1959,4,5
United Kingdom,1960,4,5
United Kingdom,1961,4,5
United Kingdom,1962,4,5
United Kingdom,1963,4,5
United Kingdom,1964,4,4
United Kingdom,1965,4,4
United Kingdom,1966,5,5
United Kingdom,1967,5,5
United Kingdom,1968,5,5
United Kingdom,1969,5,5
United Kingdom,1970,7,7
United Kingdom,1971,7,7
United Kingdom,1972,7,7
United Kingdom,1973,7,7
United Kingdom,1974,16,20
United Kingdom,1975,16,20
United Kingdom,1976,16,20
United Kingdom,1977,16,20
United Kingdom,1978,16,20
United Kingdom,1979,9,9
United Kingdom,1980,9,9
United Kingdom,1981,9,9
United Kingdom,1982,9,9
United Kingdom,1983,10,11
United Kingdom,1984,10,11
United Kingdom,1985,10,11
United Kingdom,1986,10,11
United Kingdom,1987,11,11
United Kingdom,1988,11,11
United Kingdom,1989,11,11
United Kingdom,1990,11,11
United Kingdom,1991,11,11
United Kingdom,1992,10,9
United Kingdom,1993,10,9
United Kingdom,1994,10,9
United Kingdom,1995,10,9
United Kingdom,1996,10,9
United Kingdom,1997,10,10
United Kingdom,1998,10,10
United Kingdom,1999,10,10
United Kingdom,2000,10,10
United Kingdom,2001,10,10
United Kingdom,2002,10,10
United Kingdom,2003,10,10
United Kingdom,2004,10,10
United Kingdom,2005,12,11
United Kingdom,2006,12,11
United Kingdom,2007,12,11
United Kingdom,2008,12,11
United Kingdom,2009,12,11
United Kingdom,2010,11,10
United Kingdom,2011,11,10
United Kingdom,2012,11,10
United Kingdom,2013,11,10
United Kingdom,2014,11,10
United Kingdom,2015,12,11
United Kingdom,2016,12,11
United Kingdom,2017,9,8
United Kingdom,2018,9,8
United Kingdom,2019,9,8
